DeviceOnlineActivityID,RMSDeviceNodeID,ApplicationId,KeyCodeId,DeviceName,Info,ApplicationMsgEnum,RequestMessage,ResponseMessage,Success,ErrorMessage,MessageSentDate,MessageReceivedDate,OnlineActivityGroupId,OnlineActivityGroupId,OnlineAction,CreatedBy,CreatedDate,RMSDeviceNodeID,KeyCodeID,KeyCodeID,Name,CodeType,Description,SequenceNumber,OldSequenceNumber,ModifiedDate,ActivityInProgress,ActivitySuccess,ActivityCompletedDate
0,272,0,0,GATEWAY_3,Mesh Status,0,,,True,,1/1/0001 12:00:00 AM,9/16/2024 10:27:54 AM,,0,0,,1/1/0001 12:00:00 AM,,,0,,0,,0,0,1/1/0001 12:00:00 AM,False,False,
0,271,0,0,GATEWAY_2,Mesh Status,0,,,True,,1/1/0001 12:00:00 AM,9/16/2024 10:21:17 AM,,0,0,,1/1/0001 12:00:00 AM,,,0,,0,,0,0,1/1/0001 12:00:00 AM,False,False,
0,269,0,0,GATEWAY_0,Mesh Status,0,,,True,,1/1/0001 12:00:00 AM,9/16/2024 10:19:02 AM,,0,0,,1/1/0001 12:00:00 AM,,,0,,0,,0,0,1/1/0001 12:00:00 AM,False,False,
0,270,0,0,GATEWAY_1,Mesh Status,0,,,True,,1/1/0001 12:00:00 AM,9/16/2024 9:59:34 AM,,0,0,,1/1/0001 12:00:00 AM,,,0,,0,,0,0,1/1/0001 12:00:00 AM,False,False,
0,272,0,0,GATEWAY_3,Mesh Status,0,,,True,,1/1/0001 12:00:00 AM,9/16/2024 9:27:54 AM,,0,0,,1/1/0001 12:00:00 AM,,,0,,0,,0,0,1/1/0001 12:00:00 AM,False,False,
0,271,0,0,GATEWAY_2,Mesh Status,0,,,True,,1/1/0001 12:00:00 AM,9/16/2024 9:21:17 AM,,0,0,,1/1/0001 12:00:00 AM,,,0,,0,,0,0,1/1/0001 12:00:00 AM,False,False,
0,269,0,0,GATEWAY_0,Mesh Status,0,,,True,,1/1/0001 12:00:00 AM,9/16/2024 9:19:02 AM,,0,0,,1/1/0001 12:00:00 AM,,,0,,0,,0,0,1/1/0001 12:00:00 AM,False,False,
0,270,0,0,GATEWAY_1,Mesh Status,0,,,True,,1/1/0001 12:00:00 AM,9/16/2024 8:59:34 AM,,0,0,,1/1/0001 12:00:00 AM,,,0,,0,,0,0,1/1/0001 12:00:00 AM,False,False,
0,272,0,0,GATEWAY_3,Mesh Status,0,,,True,,1/1/0001 12:00:00 AM,9/16/2024 8:27:54 AM,,0,0,,1/1/0001 12:00:00 AM,,,0,,0,,0,0,1/1/0001 12:00:00 AM,False,False,
0,271,0,0,GATEWAY_2,Mesh Status,0,,,True,,1/1/0001 12:00:00 AM,9/16/2024 8:21:17 AM,,0,0,,1/1/0001 12:00:00 AM,,,0,,0,,0,0,1/1/0001 12:00:00 AM,False,False,
